Förvaltning;Leverantör;Organisationsnummer;Verifikationsnummer;Konto;Kontotext;Belopp exkl moms
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286200;6961;Trängselskatt;162,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286245;6951;Hyra/leasing bilar o andra transportmedel;8 531,65
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286245;6921;Fordonsskatt;422,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286200;6951;Hyra/leasing bilar o andra transportmedel;15 291,61
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286241;6311;Hyra/leasing arbetsmaskiner;40 868,75
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286550;6951;Hyra/leasing bilar o andra transportmedel;10 466,45
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286559;6951;Hyra/leasing bilar o andra transportmedel;19 682,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286561;6951;Hyra/leasing bilar o andra transportmedel;10 305,76
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286555;6951;Hyra/leasing bilar o andra transportmedel;9 935,22
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286559;6961;Trängselskatt;522,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286561;6961;Trängselskatt;403,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286549;6961;Trängselskatt;252,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286550;6961;Trängselskatt;252,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286551;6961;Trängselskatt;554,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286542;6951;Hyra/leasing bilar o andra transportmedel;8 053,49
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286551;6951;Hyra/leasing bilar o andra transportmedel;8 479,68
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286549;6951;Hyra/leasing bilar o andra transportmedel;9 817,66
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286535;6921;Fordonsskatt;9 146,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286537;6951;Hyra/leasing bilar o andra transportmedel;9 510,65
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286537;6961;Trängselskatt;395,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286540;6961;Trängselskatt;744,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286552;6604;Reparation o underhåll bilar transpmedel;6 037,41
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286542;6961;Trängselskatt;501,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286522;6951;Hyra/leasing bilar o andra transportmedel;7 131,90
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286511;6951;Hyra/leasing bilar o andra transportmedel;10 520,08
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286535;6951;Hyra/leasing bilar o andra transportmedel;10 466,45
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286524;6951;Hyra/leasing bilar o andra transportmedel;8 043,11
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286528;6951;Hyra/leasing bilar o andra transportmedel;8 561,24
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286540;6951;Hyra/leasing bilar o andra transportmedel;6 824,03
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286528;6961;Trängselskatt;94,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286511;6961;Trängselskatt;56,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286535;6961;Trängselskatt;458,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286499;6951;Hyra/leasing bilar o andra transportmedel;12 104,63
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286501;6951;Hyra/leasing bilar o andra transportmedel;10 302,36
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286515;6951;Hyra/leasing bilar o andra transportmedel;6 839,84
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286400;6311;Hyra/leasing arbetsmaskiner;1 806,31
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286417;6311;Hyra/leasing arbetsmaskiner;2 215,90
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286499;6961;Trängselskatt;913,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286501;6961;Trängselskatt;976,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286515;6961;Trängselskatt;457,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286524;6961;Trängselskatt;544,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286376;6951;Hyra/leasing bilar o andra transportmedel;9 456,25
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286380;6961;Trängselskatt;85,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286376;6961;Trängselskatt;651,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286375;6311;Hyra/leasing arbetsmaskiner;37 330,50
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286398;6329;Hyra/leasing övriga inventarier;4 617,66
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286396;6311;Hyra/leasing arbetsmaskiner;696,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286345;6311;Hyra/leasing arbetsmaskiner;4 552,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286349;6311;Hyra/leasing arbetsmaskiner;37 330,50
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286363;6311;Hyra/leasing arbetsmaskiner;28 752,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286568;6961;Trängselskatt;230,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286568;6951;Hyra/leasing bilar o andra transportmedel;10 631,53
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286380;6951;Hyra/leasing bilar o andra transportmedel;7 869,50
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286315;6951;Hyra/leasing bilar o andra transportmedel;7 811,20
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286322;6951;Hyra/leasing bilar o andra transportmedel;150,50
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286339;6951;Hyra/leasing bilar o andra transportmedel;7 768,95
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286369;6951;Hyra/leasing bilar o andra transportmedel;9 855,75
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286369;6961;Trängselskatt;513,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286339;6961;Trängselskatt;479,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286310;6951;Hyra/leasing bilar o andra transportmedel;7 049,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286314;6951;Hyra/leasing bilar o andra transportmedel;7 350,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286297;6961;Trängselskatt;79,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286310;6961;Trängselskatt;151,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286315;6961;Trängselskatt;452,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286314;6961;Trängselskatt;274,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286296;6311;Hyra/leasing arbetsmaskiner;3 742,50
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286279;6961;Trängselskatt;254,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286280;6951;Hyra/leasing bilar o andra transportmedel;800,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286285;6951;Hyra/leasing bilar o andra transportmedel;2 000,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286279;6951;Hyra/leasing bilar o andra transportmedel;5 696,50
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286297;6951;Hyra/leasing bilar o andra transportmedel;6 957,75
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286263;6951;Hyra/leasing bilar o andra transportmedel;8 531,15
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286264;6951;Hyra/leasing bilar o andra transportmedel;8 856,89
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286263;6961;Trängselskatt;680,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286264;6961;Trängselskatt;852,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286267;6311;Hyra/leasing arbetsmaskiner;39 524,75
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286294;6311;Hyra/leasing arbetsmaskiner;50,50
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286362;6951;Hyra/leasing bilar o andra transportmedel;5 511,25
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286366;6951;Hyra/leasing bilar o andra transportmedel;7 155,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286370;6951;Hyra/leasing bilar o andra transportmedel;8 257,75
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611408477;6321;Hyra/leasing it-utrustning;-1 211,08
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611408483;6321;Hyra/leasing it-utrustning;-1 211,08
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611408478;6321;Hyra/leasing it-utrustning;-787,05
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611408470;6321;Hyra/leasing it-utrustning;-900,75
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611408463;6321;Hyra/leasing it-utrustning;-675,05
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611408467;6321;Hyra/leasing it-utrustning;-674,31
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611408476;1616;Fordran anställda Cykelleasing;6 614,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611408484;1616;Fordran anställda Cykelleasing;4 488,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611408485;1616;Fordran anställda Cykelleasing;1 889,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611403524;1616;Fordran anställda Cykelleasing;699,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611403552;1616;Fordran anställda Cykelleasing;566,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611402804;1616;Fordran anställda Cykelleasing;881,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611408460;1616;Fordran anställda Cykelleasing;7 080,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611408461;1616;Fordran anställda Cykelleasing;2 790,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611408475;1616;Fordran anställda Cykelleasing;1 869,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611403334;1616;Fordran anställda Cykelleasing;1 136,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611403350;1616;Fordran anställda Cykelleasing;509,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611403351;1616;Fordran anställda Cykelleasing;325,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611403374;1616;Fordran anställda Cykelleasing;808,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611403457;1616;Fordran anställda Cykelleasing;930,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611403473;1616;Fordran anställda Cykelleasing;738,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286361;6951;Hyra/leasing bilar o andra transportmedel;150,50
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286378;6951;Hyra/leasing bilar o andra transportmedel;150,50
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286367;6961;Trängselskatt;250,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286367;6951;Hyra/leasing bilar o andra transportmedel;3 560,63
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286367;6951;Hyra/leasing bilar o andra transportmedel;3 629,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286381;6951;Hyra/leasing bilar o andra transportmedel;3 163,50
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286370;6961;Trängselskatt;443,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286366;6961;Trängselskatt;9,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286362;6961;Trängselskatt;291,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286335;6951;Hyra/leasing bilar o andra transportmedel;4 000,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286353;6951;Hyra/leasing bilar o andra transportmedel;150,50
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286354;6951;Hyra/leasing bilar o andra transportmedel;2 874,38
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286354;6961;Trängselskatt;185,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286348;6311;Hyra/leasing arbetsmaskiner;294,50
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286354;6951;Hyra/leasing bilar o andra transportmedel;2 784,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286340;6951;Hyra/leasing bilar o andra transportmedel;6 073,25
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286329;6951;Hyra/leasing bilar o andra transportmedel;7 865,85
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286333;6951;Hyra/leasing bilar o andra transportmedel;7 723,30
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286341;6951;Hyra/leasing bilar o andra transportmedel;6 958,25
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001279443;6951;Hyra/leasing bilar o andra transportmedel;4 262,40
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286335;6951;Hyra/leasing bilar o andra transportmedel;5 981,38
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286335;6961;Trängselskatt;72,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286332;6961;Trängselskatt;210,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286333;6961;Trängselskatt;248,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286341;6961;Trängselskatt;237,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286340;6961;Trängselskatt;169,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286329;6961;Trängselskatt;399,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286321;6951;Hyra/leasing bilar o andra transportmedel;3 920,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286324;6311;Hyra/leasing arbetsmaskiner;50,50
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286563;6961;Trängselskatt;607,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286563;6951;Hyra/leasing bilar o andra transportmedel;15 413,84
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286332;6951;Hyra/leasing bilar o andra transportmedel;13 027,64
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001279443;6961;Trängselskatt;689,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286301;6951;Hyra/leasing bilar o andra transportmedel;2 188,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286311;6951;Hyra/leasing bilar o andra transportmedel;9 057,50
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286319;6951;Hyra/leasing bilar o andra transportmedel;2 122,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286321;6961;Trängselskatt;119,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286319;6961;Trängselskatt;600,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286321;6951;Hyra/leasing bilar o andra transportmedel;5 493,88
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286304;6961;Trängselskatt;122,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286318;6951;Hyra/leasing bilar o andra transportmedel;6 095,25
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286318;6951;Hyra/leasing bilar o andra transportmedel;4 000,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286319;6951;Hyra/leasing bilar o andra transportmedel;2 775,13
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286302;6951;Hyra/leasing bilar o andra transportmedel;7 247,75
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286301;6951;Hyra/leasing bilar o andra transportmedel;2 798,38
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286304;6951;Hyra/leasing bilar o andra transportmedel;2 273,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286311;6961;Trängselskatt;89,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286302;6961;Trängselskatt;121,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286318;6961;Trängselskatt;554,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286301;6961;Trängselskatt;219,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286291;6961;Trängselskatt;179,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286270;6951;Hyra/leasing bilar o andra transportmedel;4 636,52
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286270;6951;Hyra/leasing bilar o andra transportmedel;5 215,81
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286270;6951;Hyra/leasing bilar o andra transportmedel;2 175,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286291;6951;Hyra/leasing bilar o andra transportmedel;4 500,25
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286291;6951;Hyra/leasing bilar o andra transportmedel;4 000,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286304;6951;Hyra/leasing bilar o andra transportmedel;4 892,63
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286281;6951;Hyra/leasing bilar o andra transportmedel;5 759,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286273;6951;Hyra/leasing bilar o andra transportmedel;7 391,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286270;6961;Trängselskatt;83,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286273;6961;Trängselskatt;49,00
400 - Stadsmiljönämnden;GÖTEBORGS STADS LEASING AB;5564421716;4001286262;6961;Trängselskatt;490,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611403285;1616;Fordran anställda Cykelleasing;527,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611403286;1616;Fordran anställda Cykelleasing;619,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611403296;1616;Fordran anställda Cykelleasing;921,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611403300;1616;Fordran anställda Cykelleasing;628,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611403301;1616;Fordran anställda Cykelleasing;500,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611403321;1616;Fordran anställda Cykelleasing;820,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611403122;1616;Fordran anställda Cykelleasing;387,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611403145;1616;Fordran anställda Cykelleasing;670,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611403173;1616;Fordran anställda Cykelleasing;793,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611403199;1616;Fordran anställda Cykelleasing;691,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611403273;1616;Fordran anställda Cykelleasing;317,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611403279;1616;Fordran anställda Cykelleasing;678,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611397301;1616;Fordran anställda Cykelleasing;5 235,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611402971;1616;Fordran anställda Cykelleasing;308,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611402978;1616;Fordran anställda Cykelleasing;950,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611403004;1616;Fordran anställda Cykelleasing;250,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611402556;1616;Fordran anställda Cykelleasing;223,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611402586;1616;Fordran anställda Cykelleasing;907,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611403028;1616;Fordran anställda Cykelleasing;672,01
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611403232;1616;Fordran anställda Cykelleasing;718,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611403246;1616;Fordran anställda Cykelleasing;756,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611403247;1616;Fordran anställda Cykelleasing;250,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611403259;1616;Fordran anställda Cykelleasing;808,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611397300;1616;Fordran anställda Cykelleasing;11 261,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611402640;1616;Fordran anställda Cykelleasing;762,01
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611402679;1616;Fordran anställda Cykelleasing;757,01
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611402563;1616;Fordran anställda Cykelleasing;789,01
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611402770;1616;Fordran anställda Cykelleasing;634,01
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611402816;1616;Fordran anställda Cykelleasing;563,01
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611402863;1616;Fordran anställda Cykelleasing;467,01
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611402549;1616;Fordran anställda Cykelleasing;264,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611402970;1616;Fordran anställda Cykelleasing;886,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611402993;1616;Fordran anställda Cykelleasing;734,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611402997;1616;Fordran anställda Cykelleasing;470,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611403343;1616;Fordran anställda Cykelleasing;644,01
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611402604;1616;Fordran anställda Cykelleasing;559,01
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611402851;1616;Fordran anställda Cykelleasing;470,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611402533;1616;Fordran anställda Cykelleasing;504,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611402534;1616;Fordran anställda Cykelleasing;829,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611402541;1616;Fordran anställda Cykelleasing;809,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611402542;1616;Fordran anställda Cykelleasing;721,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611402544;1616;Fordran anställda Cykelleasing;755,00
161 - Nämnden för funktionsstöd;GÖTEBORGS STADS LEASING AB;5564421716;1611402733;1616;Fordran anställda Cykelleasing;528,00
